age,domain1_var1,domain1_var2,domain2_var1,domain2_var2
61.24839810421833,51.149762114568404,65.18215072676878,59.26589979791836,54.98082426358419
75.60432322945235,66.87349855743307,58.8183665265756,45.1587669646636,52.601995860081246
38.918837713814526,46.215279034205714,45.249337082371,39.602672284072455,54.596222383020525
51.33946766078744,53.126826876653894,63.503091454010566,49.545044212820756,50.24672760297116
51.44442648803458,59.62992803946745,64.41121578497695,47.05178061483427,61.01012365547205
48.33000301857007,45.49683364628147,54.9298727047972,46.39730789664409,61.62598472727674
34.762136786802856,43.017326580541884,67.14368657913053,49.41550126341318,45.06717184240801
55.391834923102195,54.4143818498004,55.72069849053145,58.610068193245596,58.27280013222731
47.147458152979695,44.60956398623038,69.47283840165692,42.981066369502635,51.78819560695003
66.34592934685277,50.128391119238685,64.93230691340084,37.72076787008487,41.38558916765159
54.75877072769013,48.74137594699135,62.1566252693902,53.864611274119845,48.99179908283217
58.06879606995005,46.598335250091694,72.52556478929387,58.26648900932124,45.92902525047583
40.088731922740614,44.308659085880976,59.23150974931689,41.41948820673113,62.006724185748865
28.55871164708411,43.829726234271924,59.634466325363995,43.499525307923484,56.1612109022199
43.7334431620044,56.495457482078756,60.20115118205246,52.68336410983046,46.975358973380196
58.88277667670409,57.98406992861348,50.8202632932092,54.246927588449324,64.87786336948376
65.41342897974786,54.53198048115627,46.59297818691793,57.37723659924537,58.045559006403074
56.79936336528989,49.58021671943158,39.858506556598215,36.124040147223155,47.05054400028384
37.25160880939987,52.09678657281403,60.09811543130208,33.695465774321704,39.7084839237912
48.77236655026482,49.89191136019817,61.92388520751829,41.29678808832264,52.61148339707216
65.34674836436564,53.55416128049484,43.65605430617415,49.30754271828943,43.65647423707973
40.20191732840459,48.78460428291529,52.06633571779655,39.47891590540677,51.261879643806616
61.16118031052514,57.73412068077004,56.91264189741273,50.29129234759324,39.73048932845122
49.62482988700032,56.568130402458,58.26480395523059,46.02212492464735,45.14285738387596
66.226161723302,56.981351742953755,66.38676466161037,37.32372926872019,59.88948680920843
53.83072061322094,64.29070238467793,61.57518038058893,37.93284592699093,56.474384219691245
66.24939975767371,58.263344166169574,57.00486455601089,44.04583618013793,57.72585571425477
48.6714088289125,42.873233391599186,46.54053339144232,44.16876372892113,57.559776933578235
57.824655054875414,53.98877793092704,57.74016674317008,45.58441669368514,53.33283332561594
50.062155514163415,47.50290890575201,54.309586152857634,45.369354738875785,58.47164048414631
48.29297149569175,60.67141905667277,56.36279387215561,60.119990768141136,60.705705592961074
33.94639758483077,44.81798168295297,60.956850710493235,48.96358188980325,60.698098290743445
45.17218006972732,45.2438498978744,51.19384145421115,45.47220760254826,38.57030443051407
52.49104243792934,64.19266188940796,59.09384733444247,44.348695315981146,33.968281655633696
54.892729847428825,55.12864826465141,61.826884969309646,52.482996079103806,58.82898471154252
39.58976532523645,44.17729447810198,61.43867920179361,46.64698267778252,49.1705006590425
53.343068910695145,53.652077044897034,58.37576940155649,51.77594354813797,50.65527840549202
45.67381395131347,50.14949026576297,55.7930516715908,36.899289148209505,48.79804517416737
38.584109445652764,42.4877217820415,61.99255549801845,42.35419389060475,40.25415031346977
51.781550577328915,57.31749428466164,60.90393683967388,38.7436308252042,46.648034566914866
45.074970084613625,48.01122937042655,53.40471340911475,49.96185658736601,52.91586384845488
35.300271459005074,62.03255199152907,64.5319259744425,53.374109977529145,61.735871056641116
61.45461438336528,60.30943685626783,56.31799208775475,59.90366445298689,60.21453520117017
49.834214740918156,46.81304436898534,57.294979010083125,53.61539194707345,48.61846740281027
48.097176842468215,56.37314661893749,53.53767589367612,49.802054048754506,55.5054150169942
56.86334228852508,55.45765982603793,58.62238278042489,38.902255159583575,60.18913868352857
51.139557761047016,56.56597564266421,44.82505586698156,37.26234596703817,56.21783729722799
71.22608068131133,56.611328875031276,63.65075581400747,56.804291704186944,43.26793643932276
49.269391484074085,50.83813660377055,52.7853448497418,43.70091565301538,52.65208584252685
52.75111372253662,61.23020541261083,59.54622401819614,52.5484293613836,57.336036681472244
48.64426619140806,45.84496914007374,60.251345373017166,41.157945469915475,51.23905711324428
40.94990818993824,41.96296267990979,73.31615303790043,41.548983416715885,46.67997173898793
55.983857058345826,62.668920925917206,56.07572462547321,47.997068548361,66.64250416849622
