age,domain1_var1,domain1_var2,domain2_var1,domain2_var2
64.2031069380242,55.183153472416926,59.04986695329921,48.99961865526091,50.132438995207735
61.8113816704625,53.29615305247576,59.95200362973213,48.36678443138486,52.957585913260836
51.9965142902002,52.22788156605715,61.162420614023695,48.85724998872529,51.35528106304125
57.4360770738362,,,49.62464430625854,53.57265169253766
40.1293606590094,48.67236142476755,57.97418407401542,46.812158451902896,53.051861396376204
51.9965142902002,49.547201803247404,62.288314806741525,52.29823524062192,49.01771762922239
55.45697773245181,53.81904194393506,61.621654639128714,51.09485885950269,48.423742977786624
61.8113816704625,54.64621280723249,58.18913581249535,51.1187995355599,49.64479139234203
44.4239064182427,51.47042533447318,56.71632004099887,43.98663401143126,53.47178858070257
33.4046907187588,49.77763876914018,61.018923430335015,46.751652272992594,51.01753443860321
50.42774666398021,54.135814837411594,58.39796664958183,47.35079802291592,49.969573445082666
47.47020319119601,52.60560905116415,59.471031658444154,50.037846283614705,53.82550257204626
59.5808506667844,,,50.72711402981478,48.421825222272304
57.4360770738362,51.194269860382455,59.34565518758007,48.31740758619104,48.13518670094218
57.4360770738362,53.67836869947021,59.9391787032332,53.016861357344965,51.834079565049535
38.617380566579705,47.65275916109465,59.68546090329821,46.02651441748283,54.684477628906365
30.997382663281808,,,44.02923364333566,53.85510745456659
38.617380566579705,47.60672182361472,61.081853087605936,47.338165020222554,50.41040547397523
50.42774666398021,52.185305856675015,63.90236611137755,50.68351903794054,51.9975226540899
51.9965142902002,53.91824845907227,57.084909856305316,49.19794182754127,52.485540993664074
51.9965142902002,49.66392291985276,60.80076356679775,50.24385462295116,48.98792210227521
36.9611738903941,48.099811299796926,58.65831538428164,46.391945936954954,53.80480659767099
51.9965142902002,55.052693246290005,60.104455161382674,50.007319943292416,51.86832830665072
42.9411536893684,48.278556350305344,62.593151056449926,49.2196679205194,52.12742137371349
40.1293606590094,51.84463483999293,58.77048994508229,47.32200205357485,51.41184154898318
53.5838048033636,51.94622070359483,59.99379036128593,44.966538193573406,51.761373288015285
59.5808506667844,53.32083433740418,61.05540292216861,48.488525909436206,50.91391233864147
47.47020319119601,,,46.61864228647321,52.90779296814418
59.5808506667844,51.73520751675363,59.36664505311047,48.7727230322567,55.569641242729546
42.9411536893684,53.08549446589261,57.8778328995074,45.060935656798286,55.093078545128726
55.45697773245181,53.283933992439664,56.50842815815988,49.55528752485897,52.37440645164126
42.9411536893684,49.97313206246233,59.822180857021394,47.038030268340016,54.85197220175769
57.4360770738362,55.16702120087394,58.197704855806705,48.56249915775052,52.37109228285132
64.2031069380242,58.15145323518084,61.07519778426327,50.25655476910412,50.191042120098565
48.948756262021504,51.45135995253513,60.28744141451904,47.49214024420203,54.9543563354054
40.1293606590094,,,47.003405188789635,51.666227461911056
73.8704555779527,,,51.43160658491766,51.76485140762183
79.4154379056055,62.517612873935335,58.4558507569001,53.89721227683136,48.2077814527565
66.5326295229651,55.502021222426656,58.89506116848017,52.493891181705976,49.20396118597918
55.45697773245181,53.96157620075728,59.557951439499135,48.51786015898786,50.112659212781566
