age,domain1_var1,domain1_var2,domain2_var1,domain2_var2
53.5838048033636,49.471013629479316,60.64249600692342,48.221369964724516,58.52860146414198
64.2031069380242,55.37008249016675,59.643706869447506,50.57305705768879,52.4250964286756
33.4046907187588,49.302500592812514,60.135477442877665,44.28569179506078,54.86443308578576
48.948756262021504,51.43649129637858,61.1590455709226,49.58790989457824,50.37196867282394
50.42774666398021,55.17521629596504,54.92139337578537,46.427368906493626,58.735611745896264
50.42774666398021,47.32099955843463,59.814460228240456,47.68794867492511,55.598496716941824
48.948756262021504,53.71636842464001,58.42208453579159,48.495730107968626,50.647179164419285
51.9965142902002,52.53561667147008,59.150881299691136,49.174505294566075,54.331050809229914
44.4239064182427,52.199873192483416,60.90451040107182,47.16483211416415,50.18112903562487
68.82092846881561,55.33327166481785,62.10350059162073,47.910961298426656,50.55992794086998
57.4360770738362,54.044073617691,61.5015830415625,49.874896322250045,50.09090214357294
50.42774666398021,51.635817899289485,61.539195620833176,49.31814391434963,52.67650422864696
36.9611738903941,49.73287032685706,59.8707713985346,45.85653636083255,54.04938099710943
25.393361689600603,44.15391330929487,61.70442101305021,44.0686879101523,56.541509773002005
45.8882136033761,53.584352426709685,57.83311132042364,47.173425719555844,53.029189558333755
57.4360770738362,56.030852167045765,58.92540867462259,48.31567420815645,53.65714980292546
61.8113816704625,53.25161434073291,58.98753383766234,48.70610428551299,52.75701302846018
47.47020319119601,50.89036396511576,55.939310028664075,47.67294095418987,50.48880243696767
44.4239064182427,54.24836019172413,58.133706406171804,45.05853476072045,53.8653431742619
48.948756262021504,50.56836832880615,64.14747218815282,49.544494304842075,50.922898729068685
66.5326295229651,55.28026368246308,60.240051799307146,48.61389973652282,52.16091102536312
45.8882136033761,50.19626829993397,58.358803701740506,44.99313137068998,54.299160565352615
51.9965142902002,56.54030124044621,60.20650918521168,48.44446932625743,52.448231988652346
53.5838048033636,55.2915573369616,61.26005633140226,47.9383706926228,49.7733565416077
64.2031069380242,56.88981093747598,56.897248594959045,47.67251863002697,56.41546364447623
50.42774666398021,53.80578331802659,58.34512113674926,48.973866464882114,54.06816963869316
71.413018125774,57.540517088277866,58.546862264376436,49.62267238039687,55.75277090435733
57.4360770738362,51.6110417600189,57.54368126455529,47.92553795402003,52.71253766543139
