Id,age,domain1_var1,domain1_var2,domain2_var1,domain2_var2
10003,60.73754429960081,51.30719973203208,58.63711182292476,50.866070092088286,55.38730744903578
10006,63.701017265587474,54.231083626767436,59.70918975328948,47.60265449609519,52.56086825833106
10010,35.92965371847967,48.62977325417342,60.01892481917158,45.121111588297616,53.171891388005236
10011,50.35819263183568,53.08592948879505,60.713063935256955,51.290742851243294,51.51730168459331
10012,52.72678854514885,55.933742282629424,56.38486083424444,49.32762232306182,57.70181913044461
10013,47.981208417454454,49.655962315458076,60.23180165780922,48.973379843913754,57.077738251371315
10014,45.84432128909135,51.8342908492934,59.77113773768414,47.642546135688455,49.8811957189648
10016,49.54086400040144,51.873135601197845,58.86197108938436,46.74160207964621,54.19152197512712
10018,45.368960867966244,52.71276680739914,61.79629874916293,47.46732562949748,50.271616306255204
10020,65.97448894097313,54.36313611814256,60.768890845151866,49.419726951832104,51.126071603270375
10021,54.98286061812393,51.51052954525996,59.982972374353764,48.52905942210142,49.72620924758967
10022,53.618725516170386,52.604845485246535,60.0826823296775,50.766966647723685,51.98180510317804
10023,38.57062122712035,49.740482818621,59.91110177214138,46.19041439542428,53.72037581480409
10024,28.84900079487825,46.76410771372464,59.649530358831385,45.79477294310046,54.45828980962314
10027,44.84624853262904,55.31146444274421,59.23030244797114,46.92991571596012,54.323034740730066
10028,57.14998515652854,54.34790576187731,59.689664830076545,50.58435567597441,54.98969565232487
10029,58.870663919985006,52.163153596609256,58.522650999035605,48.228940485679935,51.70632099315639
10030,51.862201524503234,49.88657417078553,57.26904153288658,47.49411891664496,49.63218430388761
10033,45.761803879896924,55.54309052106171,58.51096460501144,46.30593563884803,54.54761494772131
10034,45.00080067508776,52.15254554593194,61.33143489330156,48.34308528760258,50.88102329105266
10035,64.46983559652415,55.63255553589315,59.59821103352066,49.28276853578711,54.65214468380325
10036,45.758412015847675,51.00032750559875,58.482330916699674,45.51890104110785,52.117007926692246
10037,53.974096126129325,54.10975574679744,59.12533259873918,48.205539142674006,51.49400978569546
10038,51.72701063085634,55.4646005483212,61.247664493313714,49.315362090405216,50.44217657690938
10043,67.7822331421153,56.76181278730386,56.91384841294092,48.58154123286355,56.13238241503925
10045,46.02705828701534,53.33758823062704,59.52984745861031,47.40520589930843,51.4246061998974
